usage_id,customer_id,usage_month,internet_usage_gb,mobile_data_gb,tv_hours_watched
USG001401,CUST0045,2026-02-01,567.81,75,0
USG001402,CUST0045,2026-03-01,943.97,7,0
USG001403,CUST0045,2026-04-01,975.29,79,0
USG001404,CUST0045,2026-05-01,730.31,9,0
USG001405,CUST0045,2026-06-01,588.66,60,0
USG001406,CUST0046,2023-07-01,367.0,75,0
USG001407,CUST0046,2023-08-01,316.03,48,0
USG001408,CUST0046,2023-09-01,365.43,44,0
USG001409,CUST0046,2023-10-01,384.88,11,0
USG001410,CUST0046,2023-11-01,541.75,69,0
USG001411,CUST0046,2023-12-01,288.1,22,0
USG001412,CUST0046,2024-01-01,429.76,54,0
USG001413,CUST0046,2024-02-01,523.85,20,0
USG001414,CUST0046,2024-03-01,387.53,77,0
USG001415,CUST0046,2024-04-01,306.64,35,0
USG001416,CUST0046,2024-05-01,363.31,45,0
USG001417,CUST0046,2024-06-01,324.79,76,0
USG001418,CUST0046,2024-07-01,294.9,11,0
USG001419,CUST0046,2024-08-01,112.1,64,0
USG001420,CUST0046,2024-09-01,332.57,84,0
USG001421,CUST0046,2024-10-01,129.98,28,0
USG001422,CUST0046,2024-11-01,475.44,70,0
USG001423,CUST0046,2024-12-01,258.44,68,0
USG001424,CUST0046,2025-01-01,207.43,72,0
USG001425,CUST0046,2025-02-01,189.91,7,0
USG001426,CUST0046,2025-03-01,170.06,50,0
USG001427,CUST0046,2025-04-01,257.91,6,0
USG001428,CUST0046,2025-05-01,405.82,76,0
USG001429,CUST0046,2025-06-01,108.43,42,0
USG001430,CUST0046,2025-07-01,130.33,20,0
USG001431,CUST0046,2025-08-01,282.93,68,0
USG001432,CUST0046,2025-09-01,330.43,63,0
USG001433,CUST0046,2025-10-01,513.04,38,0
USG001434,CUST0046,2025-11-01,194.6,80,0
USG001435,CUST0046,2025-12-01,373.55,73,0
USG001436,CUST0046,2026-01-01,230.24,64,0
USG001437,CUST0046,2026-02-01,315.71,11,0
USG001438,CUST0046,2026-03-01,537.25,51,0
USG001439,CUST0046,2026-04-01,414.46,11,0
USG001440,CUST0046,2026-05-01,154.97,15,0
USG001441,CUST0046,2026-06-01,395.32,49,0
USG001442,CUST0047,2023-07-01,52.0,52,0
USG001443,CUST0047,2023-08-01,20.8,85,0
USG001444,CUST0047,2023-09-01,58.19,57,0
USG001445,CUST0047,2023-10-01,16.13,47,0
USG001446,CUST0047,2023-11-01,18.09,18,0
USG001447,CUST0047,2023-12-01,13.35,79,0
USG001448,CUST0047,2024-01-01,68.33,83,0
USG001449,CUST0047,2024-02-01,14.28,34,0
USG001450,CUST0047,2024-03-01,48.17,12,0
USG001451,CUST0047,2024-04-01,44.35,58,0
USG001452,CUST0047,2024-05-01,28.38,66,0
USG001453,CUST0047,2024-06-01,23.78,22,0
USG001454,CUST0047,2024-07-01,62.67,68,0
USG001455,CUST0047,2024-08-01,61.43,21,0
USG001456,CUST0047,2024-09-01,48.19,6,0
USG001457,CUST0047,2024-10-01,79.55,42,0
USG001458,CUST0047,2024-11-01,77.18,74,0
USG001459,CUST0047,2024-12-01,46.2,7,0
USG001460,CUST0047,2025-01-01,37.58,66,0
USG001461,CUST0047,2025-02-01,37.04,52,0
USG001462,CUST0047,2025-03-01,43.63,79,0
USG001463,CUST0047,2025-04-01,86.29,34,0
USG001464,CUST0047,2025-05-01,70.78,28,0
USG001465,CUST0047,2025-06-01,57.38,46,0
USG001466,CUST0047,2025-07-01,51.02,41,0
USG001467,CUST0047,2025-08-01,32.66,53,0
USG001468,CUST0047,2025-09-01,77.82,41,0
USG001469,CUST0047,2025-10-01,101.04,13,0
USG001470,CUST0047,2025-11-01,90.82,25,0
USG001471,CUST0047,2025-12-01,57.02,78,0
USG001472,CUST0047,2026-01-01,64.41,58,0
USG001473,CUST0047,2026-02-01,71.27,52,0
USG001474,CUST0047,2026-03-01,24.4,46,0
USG001475,CUST0047,2026-04-01,56.66,62,0
USG001476,CUST0047,2026-05-01,70.61,64,0
USG001477,CUST0047,2026-06-01,40.11,20,0
USG001478,CUST0048,2023-07-01,360.0,66,132
USG001479,CUST0048,2023-08-01,674.7,68,110
USG001480,CUST0048,2023-09-01,632.19,13,172
USG001481,CUST0048,2023-10-01,550.42,24,68
USG001482,CUST0048,2023-11-01,383.52,18,43
USG001483,CUST0048,2023-12-01,649.55,34,156
USG001484,CUST0048,2024-01-01,866.52,85,58
USG001485,CUST0048,2024-02-01,585.1,50,91
USG001486,CUST0048,2024-03-01,845.31,67,164
USG001487,CUST0048,2024-04-01,736.05,11,82
USG001488,CUST0048,2024-05-01,774.11,63,66
USG001489,CUST0048,2024-06-01,926.41,29,86
USG001490,CUST0048,2024-07-01,687.17,34,32
USG001491,CUST0048,2024-08-01,567.12,9,156
USG001492,CUST0048,2024-09-01,604.83,42,166
USG001493,CUST0048,2024-10-01,666.37,48,120
USG001494,CUST0048,2024-11-01,582.56,27,58
USG001495,CUST0048,2024-12-01,994.95,83,56
USG001496,CUST0048,2025-01-01,399.7,78,119
USG001497,CUST0048,2025-02-01,777.53,28,38
USG001498,CUST0048,2025-03-01,820.04,18,113
USG001499,CUST0048,2025-04-01,692.17,41,131
USG001500,CUST0048,2025-05-01,412.52,83,51
USG001501,CUST0048,2025-06-01,544.93,75,36
USG001502,CUST0048,2025-07-01,820.47,79,152
USG001503,CUST0048,2025-08-01,784.2,46,133
USG001504,CUST0048,2025-09-01,595.5,58,62
USG001505,CUST0048,2025-10-01,1029.61,17,147
USG001506,CUST0048,2025-11-01,845.49,75,78
USG001507,CUST0048,2025-12-01,838.74,70,31
USG001508,CUST0048,2026-01-01,850.6,41,37
USG001509,CUST0048,2026-02-01,412.13,62,53
USG001510,CUST0048,2026-03-01,374.9,25,87
USG001511,CUST0048,2026-04-01,983.38,63,135
USG001512,CUST0048,2026-05-01,624.58,81,177
USG001513,CUST0048,2026-06-01,1007.85,19,27
USG001514,CUST0049,2023-07-01,290.0,0,0
USG001515,CUST0049,2023-08-01,263.08,0,0
USG001516,CUST0049,2023-09-01,193.08,0,0
USG001517,CUST0049,2023-10-01,342.82,0,0
USG001518,CUST0049,2023-11-01,442.12,0,0
USG001519,CUST0049,2023-12-01,153.8,0,0
USG001520,CUST0049,2024-01-01,518.18,0,0
USG001521,CUST0049,2024-02-01,190.25,0,0
USG001522,CUST0049,2024-03-01,263.26,0,0
USG001523,CUST0049,2024-04-01,285.72,0,0
USG001524,CUST0049,2024-05-01,115.9,0,0
USG001525,CUST0049,2024-06-01,572.49,0,0
USG001526,CUST0049,2024-07-01,467.85,0,0
USG001527,CUST0049,2024-08-01,455.51,0,0
USG001528,CUST0049,2024-09-01,478.95,0,0
USG001529,CUST0049,2024-10-01,196.24,0,0
USG001530,CUST0049,2024-11-01,452.1,0,0
USG001531,CUST0049,2024-12-01,539.81,0,0
USG001532,CUST0049,2025-01-01,181.87,0,0
USG001533,CUST0049,2025-02-01,201.19,0,0
USG001534,CUST0049,2025-03-01,230.43,0,0
USG001535,CUST0049,2025-04-01,229.17,0,0
USG001536,CUST0049,2025-05-01,453.44,0,0
USG001537,CUST0049,2025-06-01,214.72,0,0
USG001538,CUST0049,2025-07-01,524.08,0,0
USG001539,CUST0049,2025-08-01,424.63,0,0
USG001540,CUST0049,2025-09-01,539.6,0,0
USG001541,CUST0049,2025-10-01,168.89,0,0
USG001542,CUST0049,2025-11-01,175.31,0,0
USG001543,CUST0049,2025-12-01,428.31,0,0
USG001544,CUST0049,2026-01-01,401.32,0,0
USG001545,CUST0049,2026-02-01,115.19,0,0
USG001546,CUST0049,2026-03-01,250.17,0,0
USG001547,CUST0049,2026-04-01,480.53,0,0
USG001548,CUST0049,2026-05-01,467.64,0,0
USG001549,CUST0049,2026-06-01,415.14,0,0
USG001550,CUST0050,2023-08-01,1080.89,0,0
USG001551,CUST0050,2023-09-01,1568.84,0,0
USG001552,CUST0050,2023-10-01,1692.91,0,0
USG001553,CUST0050,2023-11-01,1367.48,0,0
USG001554,CUST0050,2023-12-01,1267.05,0,0
USG001555,CUST0050,2024-01-01,1212.5,0,0
USG001556,CUST0050,2024-02-01,1805.43,0,0
USG001557,CUST0050,2024-03-01,900.84,0,0
USG001558,CUST0050,2024-04-01,1555.27,0,0
USG001559,CUST0050,2024-05-01,1157.75,0,0
USG001560,CUST0050,2024-06-01,1433.15,0,0
USG001561,CUST0050,2024-07-01,1260.24,0,0
USG001562,CUST0050,2024-08-01,819.13,0,0
USG001563,CUST0050,2024-09-01,1806.66,0,0
USG001564,CUST0050,2024-10-01,1496.91,0,0
USG001565,CUST0050,2024-11-01,1630.39,0,0
USG001566,CUST0050,2024-12-01,877.51,0,0
USG001567,CUST0050,2025-01-01,752.53,0,0
USG001568,CUST0050,2025-02-01,955.47,0,0
USG001569,CUST0050,2025-03-01,1394.27,0,0
USG001570,CUST0050,2025-04-01,1365.02,0,0
USG001571,CUST0050,2025-05-01,1731.69,0,0
USG001572,CUST0050,2025-06-01,1677.85,0,0
USG001573,CUST0050,2025-07-01,1243.12,0,0
USG001574,CUST0050,2025-08-01,943.73,0,0
USG001575,CUST0050,2025-09-01,1108.13,0,0
USG001576,CUST0050,2025-10-01,1027.02,0,0
USG001577,CUST0050,2025-11-01,1153.64,0,0
USG001578,CUST0050,2025-12-01,1629.8,0,0
USG001579,CUST0050,2026-01-01,992.84,0,0
USG001580,CUST0050,2026-02-01,836.15,0,0
USG001581,CUST0050,2026-03-01,1295.42,0,0
USG001582,CUST0050,2026-04-01,1334.94,0,0
USG001583,CUST0050,2026-05-01,909.84,0,0
USG001584,CUST0050,2026-06-01,1260.97,0,0
USG001585,CUST0051,2023-09-01,990.92,0,47
USG001586,CUST0051,2023-10-01,589.66,0,68
USG001587,CUST0051,2023-11-01,425.83,0,79
USG001588,CUST0051,2023-12-01,840.95,0,47
USG001589,CUST0051,2024-01-01,990.68,0,28
USG001590,CUST0051,2024-02-01,368.08,0,55
USG001591,CUST0051,2024-03-01,580.76,0,35
USG001592,CUST0051,2024-04-01,669.2,0,43
USG001593,CUST0051,2024-05-01,614.91,0,128
USG001594,CUST0051,2024-06-01,700.79,0,152
USG001595,CUST0051,2024-07-01,495.59,0,95
USG001596,CUST0051,2024-08-01,718.4,0,30
USG001597,CUST0051,2024-09-01,595.87,0,103
USG001598,CUST0051,2024-10-01,864.56,0,101
USG001599,CUST0051,2024-11-01,785.78,0,93
USG001600,CUST0051,2024-12-01,989.88,0,89
USG001601,CUST0051,2025-01-01,391.19,0,172
USG001602,CUST0051,2025-02-01,409.61,0,103
USG001603,CUST0051,2025-03-01,939.16,0,79
USG001604,CUST0051,2025-04-01,614.89,0,114
USG001605,CUST0051,2025-05-01,952.66,0,32
USG001606,CUST0051,2025-06-01,670.77,0,66
USG001607,CUST0051,2025-07-01,639.44,0,47
USG001608,CUST0051,2025-08-01,840.13,0,48
USG001609,CUST0051,2025-09-01,693.24,0,65
USG001610,CUST0051,2025-10-01,650.57,0,144
USG001611,CUST0051,2025-11-01,804.09,0,133
USG001612,CUST0051,2025-12-01,1040.1,0,84
USG001613,CUST0051,2026-01-01,729.78,0,29
USG001614,CUST0051,2026-02-01,926.19,0,169
USG001615,CUST0051,2026-03-01,708.41,0,120
USG001616,CUST0051,2026-04-01,488.83,0,113
USG001617,CUST0051,2026-05-01,452.85,0,40
USG001618,CUST0051,2026-06-01,553.11,0,177
USG001619,CUST0052,2024-02-01,456.76,37,0
USG001620,CUST0052,2024-03-01,319.73,46,0
USG001621,CUST0052,2024-04-01,327.14,82,0
USG001622,CUST0052,2024-05-01,130.5,12,0
USG001623,CUST0052,2024-06-01,354.66,17,0
USG001624,CUST0052,2024-07-01,298.22,47,0
USG001625,CUST0052,2024-08-01,332.87,74,0
USG001626,CUST0052,2024-09-01,151.42,18,0
USG001627,CUST0052,2024-10-01,571.03,34,0
USG001628,CUST0052,2024-11-01,321.82,57,0
USG001629,CUST0052,2024-12-01,345.99,45,0
USG001630,CUST0052,2025-01-01,191.77,18,0
USG001631,CUST0052,2025-02-01,522.0,55,0
USG001632,CUST0052,2025-03-01,416.4,79,0
USG001633,CUST0052,2025-04-01,235.09,26,0
USG001634,CUST0052,2025-05-01,248.5,81,0
USG001635,CUST0052,2025-06-01,174.1,68,0
USG001636,CUST0052,2025-07-01,470.77,8,0
USG001637,CUST0052,2025-08-01,204.79,75,0
USG001638,CUST0052,2025-09-01,325.85,54,0
USG001639,CUST0052,2025-10-01,204.24,53,0
USG001640,CUST0052,2025-11-01,114.91,60,0
USG001641,CUST0052,2025-12-01,267.04,53,0
USG001642,CUST0052,2026-01-01,275.29,24,0
USG001643,CUST0052,2026-02-01,177.54,49,0
USG001644,CUST0052,2026-03-01,126.72,30,0
USG001645,CUST0052,2026-04-01,414.3,27,0
USG001646,CUST0052,2026-05-01,428.5,49,0
USG001647,CUST0052,2026-06-01,290.26,7,0
USG001648,CUST0053,2023-07-01,46.0,78,0
USG001649,CUST0053,2023-08-01,38.0,74,0
USG001650,CUST0053,2023-09-01,14.0,39,0
USG001651,CUST0053,2023-10-01,3.0,79,0
USG001652,CUST0053,2023-11-01,6.0,50,0
USG001653,CUST0053,2023-12-01,12.0,45,0
USG001654,CUST0053,2024-01-01,38.0,60,0
USG001655,CUST0053,2024-02-01,37.0,28,0
USG001656,CUST0053,2024-03-01,22.0,46,0
USG001657,CUST0053,2024-04-01,30.0,77,0
USG001658,CUST0053,2024-05-01,27.0,7,0
USG001659,CUST0053,2024-06-01,5.0,27,0
USG001660,CUST0053,2024-07-01,17.0,48,0
USG001661,CUST0053,2024-08-01,41.0,61,0
USG001662,CUST0053,2024-09-01,14.0,18,0
USG001663,CUST0053,2024-10-01,33.0,25,0
USG001664,CUST0053,2024-11-01,36.0,80,0
USG001665,CUST0053,2024-12-01,7.0,28,0
USG001666,CUST0053,2025-01-01,35.0,77,0
USG001667,CUST0053,2025-02-01,36.0,21,0
USG001668,CUST0053,2025-03-01,17.0,85,0
USG001669,CUST0053,2025-04-01,38.0,77,0
USG001670,CUST0053,2025-05-01,39.0,70,0
USG001671,CUST0053,2025-06-01,31.0,14,0
USG001672,CUST0053,2025-07-01,31.0,29,0
USG001673,CUST0053,2025-08-01,41.0,55,0
USG001674,CUST0053,2025-09-01,11.0,25,0
USG001675,CUST0053,2025-10-01,23.0,53,0
USG001676,CUST0053,2025-11-01,20.0,72,0
USG001677,CUST0053,2025-12-01,36.0,50,0
USG001678,CUST0053,2026-01-01,9.0,56,0
USG001679,CUST0053,2026-02-01,41.0,68,0
USG001680,CUST0053,2026-03-01,30.0,11,0
USG001681,CUST0053,2026-04-01,27.0,10,0
USG001682,CUST0053,2026-05-01,11.0,32,0
USG001683,CUST0053,2026-06-01,42.0,79,0
USG001684,CUST0054,2023-07-01,1248.0,7,0
USG001685,CUST0054,2023-08-01,1478.0,31,0
USG001686,CUST0054,2023-09-01,1314.0,71,0
USG001687,CUST0054,2023-10-01,1310.0,49,0
USG001688,CUST0054,2023-11-01,830.0,76,0
USG001689,CUST0054,2023-12-01,1090.0,61,0
USG001690,CUST0054,2024-01-01,1469.0,71,0
USG001691,CUST0054,2024-02-01,1246.0,77,0
USG001692,CUST0054,2024-03-01,1053.0,74,0
USG001693,CUST0054,2024-04-01,1139.0,82,0
USG001694,CUST0054,2024-05-01,1359.0,58,0
USG001695,CUST0054,2024-06-01,864.0,60,0
USG001696,CUST0054,2024-07-01,1348.0,72,0
USG001697,CUST0054,2024-08-01,1316.0,34,0
USG001698,CUST0054,2024-09-01,1469.0,29,0
USG001699,CUST0054,2024-10-01,1187.0,84,0
USG001700,CUST0054,2024-11-01,715.0,42,0
USG001701,CUST0054,2024-12-01,1023.0,54,0
USG001702,CUST0054,2025-01-01,1157.0,13,0
USG001703,CUST0054,2025-02-01,1129.0,26,0
USG001704,CUST0054,2025-03-01,851.0,30,0
USG001705,CUST0054,2025-04-01,923.0,31,0
USG001706,CUST0054,2025-05-01,1499.0,52,0
USG001707,CUST0054,2025-06-01,1461.0,6,0
USG001708,CUST0054,2025-07-01,835.0,45,0
USG001709,CUST0054,2025-08-01,787.0,28,0
USG001710,CUST0054,2025-09-01,1083.0,70,0
USG001711,CUST0054,2025-10-01,1446.0,24,0
USG001712,CUST0054,2025-11-01,1452.0,82,0
USG001713,CUST0054,2025-12-01,913.0,5,0
USG001714,CUST0054,2026-01-01,672.0,68,0
USG001715,CUST0054,2026-02-01,1408.0,5,0
USG001716,CUST0054,2026-03-01,1400.0,16,0
USG001717,CUST0054,2026-04-01,1301.0,58,0
USG001718,CUST0054,2026-05-01,1212.0,52,0
USG001719,CUST0054,2026-06-01,1199.0,16,0
USG001720,CUST0055,2023-07-01,7.0,0,101
USG001721,CUST0055,2023-08-01,34.0,0,180
USG001722,CUST0055,2023-09-01,16.0,0,153
USG001723,CUST0055,2023-10-01,49.0,0,47
USG001724,CUST0055,2023-11-01,23.0,0,165
USG001725,CUST0055,2023-12-01,47.0,0,160
USG001726,CUST0055,2024-01-01,38.0,0,86
USG001727,CUST0055,2024-02-01,32.0,0,141
USG001728,CUST0055,2024-03-01,18.0,0,63
USG001729,CUST0055,2024-04-01,50.0,0,134
USG001730,CUST0055,2024-05-01,20.0,0,146
USG001731,CUST0055,2024-06-01,20.0,0,131
USG001732,CUST0055,2024-07-01,6.0,0,47
USG001733,CUST0055,2024-08-01,39.0,0,44
USG001734,CUST0055,2024-09-01,21.0,0,43
USG001735,CUST0055,2024-10-01,21.0,0,41
USG001736,CUST0055,2024-11-01,19.0,0,102
USG001737,CUST0055,2024-12-01,22.0,0,104
USG001738,CUST0055,2025-01-01,46.0,0,38
USG001739,CUST0055,2025-02-01,24.0,0,126
USG001740,CUST0055,2025-03-01,39.0,0,128
USG001741,CUST0055,2025-04-01,12.0,0,88
USG001742,CUST0055,2025-05-01,8.0,0,155
USG001743,CUST0055,2025-06-01,43.0,0,30
USG001744,CUST0055,2025-07-01,33.0,0,31
USG001745,CUST0055,2025-08-01,6.0,0,108
USG001746,CUST0055,2025-09-01,31.0,0,25
USG001747,CUST0055,2025-10-01,38.0,0,160
USG001748,CUST0055,2025-11-01,49.0,0,110
USG001749,CUST0055,2025-12-01,48.0,0,132
USG001750,CUST0055,2026-01-01,41.0,0,122
USG001751,CUST0055,2026-02-01,28.0,0,179
USG001752,CUST0055,2026-03-01,0.0,0,36
USG001753,CUST0055,2026-04-01,8.0,0,114
USG001754,CUST0055,2026-05-01,42.0,0,33
USG001755,CUST0055,2026-06-01,33.0,0,37
USG001756,CUST0056,2023-07-01,1171.0,0,0
USG001757,CUST0056,2023-08-01,1381.7,0,0
USG001758,CUST0056,2023-09-01,1739.87,0,0
USG001759,CUST0056,2023-10-01,1733.41,0,0
USG001760,CUST0056,2023-11-01,1363.43,0,0
USG001761,CUST0056,2023-12-01,1162.92,0,0
USG001762,CUST0056,2024-01-01,1456.05,0,0
USG001763,CUST0056,2024-02-01,977.67,0,0
USG001764,CUST0056,2024-03-01,1108.89,0,0
USG001765,CUST0056,2024-04-01,1527.53,0,0
USG001766,CUST0056,2024-05-01,741.08,0,0
USG001767,CUST0056,2024-06-01,1176.28,0,0
USG001768,CUST0056,2024-07-01,825.5,0,0
USG001769,CUST0056,2024-08-01,892.32,0,0
USG001770,CUST0056,2024-09-01,754.33,0,0
USG001771,CUST0056,2024-10-01,914.04,0,0
USG001772,CUST0056,2024-11-01,1021.9,0,0
USG001773,CUST0056,2024-12-01,1056.08,0,0
USG001774,CUST0056,2025-01-01,771.32,0,0
USG001775,CUST0056,2025-02-01,929.03,0,0
USG001776,CUST0056,2025-03-01,1490.86,0,0
USG001777,CUST0056,2025-04-01,1691.44,0,0
USG001778,CUST0056,2025-05-01,1450.37,0,0
USG001779,CUST0056,2025-06-01,979.76,0,0
USG001780,CUST0056,2025-07-01,1483.83,0,0
USG001781,CUST0056,2025-08-01,1590.93,0,0
USG001782,CUST0056,2025-09-01,1070.93,0,0
USG001783,CUST0056,2025-10-01,1402.0,0,0
USG001784,CUST0056,2025-11-01,1462.8,0,0
USG001785,CUST0056,2025-12-01,1711.54,0,0
USG001786,CUST0056,2026-01-01,1110.68,0,0
USG001787,CUST0056,2026-02-01,1187.12,0,0
USG001788,CUST0056,2026-03-01,1613.58,0,0
USG001789,CUST0056,2026-04-01,917.59,0,0
USG001790,CUST0056,2026-05-01,1590.28,0,0
USG001791,CUST0056,2026-06-01,1189.17,0,0
USG001792,CUST0057,2025-12-01,2.0,0,41
USG001793,CUST0057,2026-01-01,44.0,0,120
USG001794,CUST0057,2026-02-01,9.0,0,43
USG001795,CUST0057,2026-03-01,4.0,0,117
USG001796,CUST0057,2026-04-01,21.0,0,53
USG001797,CUST0057,2026-05-01,43.0,0,179
USG001798,CUST0057,2026-06-01,8.0,0,133
USG001799,CUST0058,2023-07-01,1487.0,0,0
USG001800,CUST0058,2023-08-01,1501.43,0,0
USG001801,CUST0058,2023-09-01,852.84,0,0
USG001802,CUST0058,2023-10-01,1428.15,0,0
USG001803,CUST0058,2023-11-01,1705.63,0,0
USG001804,CUST0058,2023-12-01,1057.96,0,0
USG001805,CUST0058,2024-01-01,741.05,0,0
USG001806,CUST0058,2024-02-01,1331.23,0,0
USG001807,CUST0058,2024-03-01,1584.94,0,0
USG001808,CUST0058,2024-04-01,1341.15,0,0
USG001809,CUST0058,2024-05-01,1657.96,0,0
USG001810,CUST0058,2024-06-01,1683.12,0,0
USG001811,CUST0058,2024-07-01,779.86,0,0
USG001812,CUST0058,2024-08-01,1654.05,0,0
USG001813,CUST0058,2024-09-01,1339.0,0,0
USG001814,CUST0058,2024-10-01,786.56,0,0
USG001815,CUST0058,2024-11-01,959.93,0,0
USG001816,CUST0058,2024-12-01,1046.58,0,0
USG001817,CUST0058,2025-01-01,880.98,0,0
USG001818,CUST0058,2025-02-01,1483.39,0,0
USG001819,CUST0058,2025-03-01,833.94,0,0
USG001820,CUST0058,2025-04-01,1258.8,0,0
USG001821,CUST0058,2025-05-01,1625.88,0,0
USG001822,CUST0058,2025-06-01,1621.51,0,0
USG001823,CUST0058,2025-07-01,1598.37,0,0
USG001824,CUST0058,2025-08-01,1007.71,0,0
USG001825,CUST0058,2025-09-01,1170.83,0,0
USG001826,CUST0058,2025-10-01,888.01,0,0
USG001827,CUST0058,2025-11-01,1118.76,0,0
USG001828,CUST0058,2025-12-01,877.64,0,0
USG001829,CUST0058,2026-01-01,1628.13,0,0
USG001830,CUST0058,2026-02-01,1308.14,0,0
USG001831,CUST0058,2026-03-01,1547.9,0,0
USG001832,CUST0058,2026-04-01,1357.15,0,0
USG001833,CUST0058,2026-05-01,1010.42,0,0
USG001834,CUST0058,2026-06-01,1116.53,0,0
USG001835,CUST0059,2023-07-01,798.0,50,102
USG001836,CUST0059,2023-08-01,490.0,27,144
USG001837,CUST0059,2023-09-01,405.0,37,58
USG001838,CUST0059,2023-10-01,844.0,85,48
USG001839,CUST0059,2023-11-01,363.0,73,134
USG001840,CUST0059,2023-12-01,597.0,34,41
USG001841,CUST0059,2024-01-01,360.0,16,157
USG001842,CUST0059,2024-02-01,818.0,58,87
USG001843,CUST0059,2024-03-01,815.0,26,168
USG001844,CUST0059,2024-04-01,568.0,35,58
USG001845,CUST0059,2024-05-01,648.0,59,95
USG001846,CUST0059,2024-06-01,702.0,52,33
USG001847,CUST0059,2024-07-01,378.0,35,95
USG001848,CUST0059,2024-08-01,546.0,30,62
USG001849,CUST0059,2024-09-01,774.0,81,104
USG001850,CUST0059,2024-10-01,802.0,25,174
USG001851,CUST0059,2024-11-01,574.0,68,107
USG001852,CUST0059,2024-12-01,572.0,14,169
USG001853,CUST0059,2025-01-01,385.0,77,78
USG001854,CUST0059,2025-02-01,388.0,51,92
USG001855,CUST0059,2025-03-01,518.0,44,74
USG001856,CUST0059,2025-04-01,314.0,48,48
USG001857,CUST0059,2025-05-01,570.0,10,65
USG001858,CUST0059,2025-06-01,580.0,67,122
USG001859,CUST0059,2025-07-01,417.0,35,163
USG001860,CUST0059,2025-08-01,315.0,75,161
USG001861,CUST0059,2025-09-01,797.0,27,41
USG001862,CUST0059,2025-10-01,743.0,63,136
USG001863,CUST0059,2025-11-01,490.0,32,130
USG001864,CUST0059,2025-12-01,626.0,42,58
USG001865,CUST0059,2026-01-01,360.0,59,117
USG001866,CUST0059,2026-02-01,334.0,26,145
USG001867,CUST0059,2026-03-01,639.0,54,59
USG001868,CUST0059,2026-04-01,456.0,32,104
USG001869,CUST0059,2026-05-01,535.0,61,158
USG001870,CUST0059,2026-06-01,808.0,12,117
USG001871,CUST0060,2023-08-01,10.56,39,55
USG001872,CUST0060,2023-09-01,21.59,36,22
USG001873,CUST0060,2023-10-01,31.53,37,91
USG001874,CUST0060,2023-11-01,46.93,51,128
USG001875,CUST0060,2023-12-01,52.96,44,55
USG001876,CUST0060,2024-01-01,48.78,70,57
USG001877,CUST0060,2024-02-01,66.56,29,27
USG001878,CUST0060,2024-03-01,26.32,64,70
USG001879,CUST0060,2024-04-01,65.06,48,85
USG001880,CUST0060,2024-05-01,38.7,69,47
USG001881,CUST0060,2024-06-01,78.02,19,139
USG001882,CUST0060,2024-07-01,61.33,13,107
USG001883,CUST0060,2024-08-01,28.06,65,72
USG001884,CUST0060,2024-09-01,53.39,56,47
USG001885,CUST0060,2024-10-01,69.52,74,69
USG001886,CUST0060,2024-11-01,36.33,76,83
USG001887,CUST0060,2024-12-01,77.11,56,148
USG001888,CUST0060,2025-01-01,64.02,76,133
USG001889,CUST0060,2025-02-01,74.63,37,85
USG001890,CUST0060,2025-03-01,65.02,73,130
USG001891,CUST0060,2025-04-01,37.87,42,149
USG001892,CUST0060,2025-05-01,59.54,85,168
USG001893,CUST0060,2025-06-01,61.72,56,149
USG001894,CUST0060,2025-07-01,52.49,66,36
USG001895,CUST0060,2025-08-01,112.55,81,133
USG001896,CUST0060,2025-09-01,66.31,68,80
USG001897,CUST0060,2025-10-01,33.91,70,87
USG001898,CUST0060,2025-11-01,115.5,40,122
USG001899,CUST0060,2025-12-01,43.12,47,145
USG001900,CUST0060,2026-01-01,56.78,43,78
USG001901,CUST0060,2026-02-01,72.31,48,33
USG001902,CUST0060,2026-03-01,74.17,60,40
USG001903,CUST0060,2026-04-01,69.3,56,56
USG001904,CUST0060,2026-05-01,104.28,47,37
USG001905,CUST0060,2026-06-01,77.12,35,117
USG001906,CUST0061,2023-07-01,924.0,0,42
USG001907,CUST0061,2023-08-01,750.96,0,125
USG001908,CUST0061,2023-09-01,970.4,0,64
USG001909,CUST0061,2023-10-01,455.49,0,72
USG001910,CUST0061,2023-11-01,641.42,0,138
USG001911,CUST0061,2023-12-01,539.18,0,37
USG001912,CUST0061,2024-01-01,405.39,0,48
USG001913,CUST0061,2024-02-01,718.4,0,103
USG001914,CUST0061,2024-03-01,847.42,0,58
USG001915,CUST0061,2024-04-01,655.45,0,44
USG001916,CUST0061,2024-05-01,355.28,0,127
USG001917,CUST0061,2024-06-01,835.84,0,36
USG001918,CUST0061,2024-07-01,861.61,0,92
USG001919,CUST0061,2024-08-01,887.09,0,128
USG001920,CUST0061,2024-09-01,554.39,0,127
USG001921,CUST0061,2024-10-01,418.3,0,176
USG001922,CUST0061,2024-11-01,531.52,0,112
USG001923,CUST0061,2024-12-01,560.46,0,70
USG001924,CUST0061,2025-01-01,702.39,0,115
USG001925,CUST0061,2025-02-01,879.05,0,139
USG001926,CUST0061,2025-03-01,479.87,0,43
USG001927,CUST0061,2025-04-01,671.23,0,96
USG001928,CUST0061,2025-05-01,687.11,0,105
USG001929,CUST0061,2025-06-01,505.72,0,133
USG001930,CUST0061,2025-07-01,924.98,0,170
USG001931,CUST0061,2025-08-01,516.57,0,174
USG001932,CUST0061,2025-09-01,821.49,0,180
