bill_id,customer_id,billing_month,amount_due,amount_paid,payment_status,payment_date
BILL003124,CUST0105,2024-04-01,164.99,164.99,Paid,2024-04-10
BILL003125,CUST0105,2024-05-01,154.99,154.99,Paid,2024-05-10
BILL003126,CUST0105,2024-06-01,149.99,149.99,Paid,2024-06-04
BILL003127,CUST0105,2024-07-01,154.99,154.99,Paid,2024-07-03
BILL003128,CUST0105,2024-08-01,159.99,159.99,Paid,2024-08-11
BILL003129,CUST0105,2024-09-01,154.99,154.99,Paid,2024-09-05
BILL003130,CUST0105,2024-10-01,154.99,154.99,Paid,2024-10-05
BILL003131,CUST0105,2024-11-01,154.99,154.99,Paid,2024-11-10
BILL003132,CUST0105,2024-12-01,159.99,159.99,Late,2024-12-19
BILL003133,CUST0105,2025-01-01,159.99,159.99,Paid,2025-01-02
BILL003134,CUST0105,2025-02-01,164.99,164.99,Paid,2025-02-04
BILL003135,CUST0105,2025-03-01,154.99,154.99,Paid,2025-03-06
BILL003136,CUST0105,2025-04-01,164.99,108.93,Partial,2025-04-16
BILL003137,CUST0105,2025-05-01,154.99,154.99,Paid,2025-05-07
BILL003138,CUST0105,2025-06-01,159.99,159.99,Late,2025-06-26
BILL003139,CUST0105,2025-07-01,149.99,149.99,Paid,2025-07-07
BILL003140,CUST0105,2025-08-01,154.99,154.99,Paid,2025-08-11
BILL003141,CUST0105,2025-09-01,149.99,149.99,Paid,2025-09-03
BILL003142,CUST0105,2025-10-01,159.99,159.99,Paid,2025-10-05
BILL003143,CUST0105,2025-11-01,149.99,149.99,Paid,2025-11-09
BILL003144,CUST0105,2025-12-01,164.99,164.99,Paid,2025-12-03
BILL003145,CUST0105,2026-01-01,154.99,154.99,Paid,2026-01-10
BILL003146,CUST0105,2026-02-01,154.99,154.99,Paid,2026-02-03
BILL003147,CUST0105,2026-03-01,164.99,164.99,Paid,2026-03-11
BILL003148,CUST0105,2026-04-01,154.99,154.99,Paid,2026-04-07
BILL003149,CUST0105,2026-05-01,149.99,149.99,Paid,2026-05-06
BILL003150,CUST0105,2026-06-01,154.99,154.99,Paid,2026-06-02
BILL003151,CUST0106,2025-09-01,134.99,134.99,Late,2025-09-21
BILL003152,CUST0106,2025-10-01,134.99,134.99,Paid,2025-10-03
BILL003153,CUST0106,2025-11-01,134.99,134.99,Paid,2025-11-03
BILL003154,CUST0106,2025-12-01,134.99,134.99,Paid,2025-12-06
BILL003155,CUST0106,2026-01-01,134.99,100.01,Partial,2026-01-20
BILL003156,CUST0106,2026-02-01,134.99,134.99,Paid,2026-02-11
BILL003157,CUST0106,2026-03-01,139.99,139.99,Paid,2026-03-11
BILL003158,CUST0106,2026-04-01,129.99,129.99,Paid,2026-04-08
BILL003159,CUST0106,2026-05-01,134.99,134.99,Paid,2026-05-02
BILL003160,CUST0106,2026-06-01,144.99,144.99,Paid,2026-06-02
BILL003161,CUST0107,2023-07-01,99.99,99.99,Paid,2023-07-11
BILL003162,CUST0107,2023-08-01,94.99,94.99,Paid,2023-08-11
BILL003163,CUST0107,2023-09-01,89.99,89.99,Paid,2023-09-11
BILL003164,CUST0107,2023-10-01,104.99,104.99,Paid,2023-10-04
BILL003165,CUST0107,2023-11-01,94.99,94.99,Late,2023-11-22
BILL003166,CUST0107,2023-12-01,89.99,59.95,Partial,2023-12-06
BILL003167,CUST0107,2024-01-01,89.99,89.99,Paid,2024-01-02
BILL003168,CUST0107,2024-02-01,94.99,94.99,Paid,2024-02-07
BILL003169,CUST0107,2024-03-01,94.99,94.99,Paid,2024-03-06
BILL003170,CUST0107,2024-04-01,104.99,104.99,Paid,2024-04-06
BILL003171,CUST0107,2024-05-01,94.99,38.3,Partial,2024-05-20
BILL003172,CUST0107,2024-06-01,94.99,94.99,Paid,2024-06-07
BILL003173,CUST0107,2024-07-01,94.99,94.99,Paid,2024-07-08
BILL003174,CUST0107,2024-08-01,89.99,47.4,Partial,2024-08-21
BILL003175,CUST0107,2024-09-01,94.99,94.99,Paid,2024-09-05
BILL003176,CUST0107,2024-10-01,89.99,89.99,Paid,2024-10-08
BILL003177,CUST0107,2024-11-01,99.99,99.99,Paid,2024-11-11
BILL003178,CUST0107,2024-12-01,89.99,0.0,Unpaid,
BILL003179,CUST0107,2025-01-01,104.99,49.44,Partial,2025-01-25
BILL003180,CUST0107,2025-02-01,104.99,104.99,Paid,2025-02-07
BILL003181,CUST0107,2025-03-01,89.99,89.99,Late,2025-03-19
BILL003182,CUST0107,2025-04-01,94.99,94.99,Late,2025-04-27
BILL003183,CUST0107,2025-05-01,99.99,99.99,Paid,2025-05-08
BILL003184,CUST0107,2025-06-01,94.99,94.99,Paid,2025-06-04
BILL003185,CUST0107,2025-07-01,94.99,94.99,Paid,2025-07-09
BILL003186,CUST0107,2025-08-01,94.99,94.99,Paid,2025-08-07
BILL003187,CUST0107,2025-09-01,99.99,0.0,Unpaid,
BILL003188,CUST0107,2025-10-01,99.99,60.76,Partial,2025-10-11
BILL003189,CUST0107,2025-11-01,99.99,99.99,Paid,2025-11-05
BILL003190,CUST0107,2025-12-01,104.99,104.99,Late,2025-12-25
BILL003191,CUST0107,2026-01-01,94.99,41.06,Partial,2026-01-26
BILL003192,CUST0107,2026-02-01,94.99,94.99,Paid,2026-02-04
BILL003193,CUST0107,2026-03-01,94.99,94.99,Paid,2026-03-11
BILL003194,CUST0107,2026-04-01,94.99,0.0,Unpaid,
BILL003195,CUST0107,2026-05-01,99.99,99.99,Paid,2026-05-07
BILL003196,CUST0107,2026-06-01,99.99,99.99,Late,2026-06-23
BILL003197,CUST0108,2023-07-01,84.99,84.99,Paid,2023-07-10
BILL003198,CUST0108,2023-08-01,89.99,89.99,Paid,2023-08-10
BILL003199,CUST0108,2023-09-01,89.99,89.99,Paid,2023-09-02
BILL003200,CUST0108,2023-10-01,89.99,89.99,Paid,2023-10-09
BILL003201,CUST0108,2023-11-01,84.99,84.99,Paid,2023-11-05
BILL003202,CUST0108,2023-12-01,89.99,89.99,Paid,2023-12-08
BILL003203,CUST0108,2024-01-01,99.99,99.99,Paid,2024-01-03
BILL003204,CUST0108,2024-02-01,89.99,89.99,Paid,2024-02-10
BILL003205,CUST0108,2024-03-01,99.99,99.99,Paid,2024-03-07
BILL003206,CUST0108,2024-04-01,94.99,94.99,Paid,2024-04-02
BILL003207,CUST0108,2024-05-01,94.99,94.99,Paid,2024-05-11
BILL003208,CUST0108,2024-06-01,94.99,94.99,Paid,2024-06-11
BILL003209,CUST0108,2024-07-01,99.99,99.99,Paid,2024-07-06
BILL003210,CUST0108,2024-08-01,84.99,84.99,Paid,2024-08-09
BILL003211,CUST0108,2024-09-01,99.99,99.99,Paid,2024-09-07
BILL003212,CUST0108,2024-10-01,94.99,94.99,Paid,2024-10-10
BILL003213,CUST0108,2024-11-01,89.99,89.99,Paid,2024-11-04
BILL003214,CUST0108,2024-12-01,89.99,89.99,Paid,2024-12-03
BILL003215,CUST0108,2025-01-01,94.99,94.99,Paid,2025-01-06
BILL003216,CUST0108,2025-02-01,99.99,99.99,Paid,2025-02-11
BILL003217,CUST0108,2025-03-01,89.99,89.99,Paid,2025-03-06
BILL003218,CUST0108,2025-04-01,89.99,89.99,Paid,2025-04-11
BILL003219,CUST0108,2025-05-01,99.99,99.99,Paid,2025-05-11
BILL003220,CUST0108,2025-06-01,89.99,89.99,Paid,2025-06-02
BILL003221,CUST0108,2025-07-01,99.99,99.99,Paid,2025-07-03
BILL003222,CUST0108,2025-08-01,84.99,84.99,Paid,2025-08-09
BILL003223,CUST0108,2025-09-01,89.99,89.99,Paid,2025-09-03
BILL003224,CUST0108,2025-10-01,89.99,89.99,Paid,2025-10-11
BILL003225,CUST0108,2025-11-01,89.99,89.99,Paid,2025-11-04
BILL003226,CUST0108,2025-12-01,84.99,84.99,Paid,2025-12-08
BILL003227,CUST0108,2026-01-01,89.99,89.99,Paid,2026-01-03
BILL003228,CUST0108,2026-02-01,89.99,89.99,Paid,2026-02-10
BILL003229,CUST0108,2026-03-01,89.99,89.99,Paid,2026-03-03
BILL003230,CUST0108,2026-04-01,89.99,89.99,Paid,2026-04-08
BILL003231,CUST0108,2026-05-01,84.99,84.99,Paid,2026-05-11
BILL003232,CUST0108,2026-06-01,84.99,84.99,Paid,2026-06-08
BILL003233,CUST0109,2023-07-01,114.99,114.99,Paid,2023-07-05
BILL003234,CUST0109,2023-08-01,109.99,109.99,Paid,2023-08-11
BILL003235,CUST0109,2023-09-01,114.99,114.99,Paid,2023-09-04
BILL003236,CUST0109,2023-10-01,114.99,114.99,Paid,2023-10-02
BILL003237,CUST0109,2023-11-01,114.99,114.99,Paid,2023-11-11
BILL003238,CUST0109,2023-12-01,114.99,114.99,Paid,2023-12-11
BILL003239,CUST0109,2024-01-01,109.99,109.99,Paid,2024-01-11
BILL003240,CUST0109,2024-02-01,114.99,114.99,Paid,2024-02-11
BILL003241,CUST0109,2024-03-01,124.99,124.99,Paid,2024-03-07
BILL003242,CUST0109,2024-04-01,114.99,114.99,Paid,2024-04-06
BILL003243,CUST0109,2024-05-01,114.99,114.99,Paid,2024-05-09
BILL003244,CUST0109,2024-06-01,114.99,114.99,Paid,2024-06-03
BILL003245,CUST0109,2024-07-01,114.99,114.99,Paid,2024-07-03
BILL003246,CUST0109,2024-08-01,119.99,119.99,Paid,2024-08-07
BILL003247,CUST0109,2024-09-01,109.99,109.99,Paid,2024-09-08
BILL003248,CUST0109,2024-10-01,114.99,114.99,Paid,2024-10-02
BILL003249,CUST0109,2024-11-01,124.99,124.99,Late,2024-11-24
BILL003250,CUST0109,2024-12-01,119.99,119.99,Paid,2024-12-08
BILL003251,CUST0109,2025-01-01,109.99,109.99,Paid,2025-01-02
BILL003252,CUST0109,2025-02-01,119.99,119.99,Paid,2025-02-05
BILL003253,CUST0109,2025-03-01,114.99,114.99,Paid,2025-03-10
BILL003254,CUST0109,2025-04-01,109.99,109.99,Paid,2025-04-02
BILL003255,CUST0109,2025-05-01,114.99,114.99,Paid,2025-05-07
BILL003256,CUST0109,2025-06-01,109.99,109.99,Paid,2025-06-03
BILL003257,CUST0109,2025-07-01,114.99,114.99,Paid,2025-07-10
BILL003258,CUST0109,2025-08-01,109.99,109.99,Paid,2025-08-02
BILL003259,CUST0109,2025-09-01,119.99,119.99,Paid,2025-09-04
BILL003260,CUST0109,2025-10-01,124.99,124.99,Paid,2025-10-03
BILL003261,CUST0109,2025-11-01,119.99,119.99,Paid,2025-11-10
BILL003262,CUST0109,2025-12-01,114.99,114.99,Paid,2025-12-03
BILL003263,CUST0109,2026-01-01,119.99,119.99,Paid,2026-01-10
BILL003264,CUST0109,2026-02-01,114.99,114.99,Paid,2026-02-07
BILL003265,CUST0109,2026-03-01,119.99,119.99,Paid,2026-03-05
BILL003266,CUST0109,2026-04-01,119.99,119.99,Late,2026-04-23
BILL003267,CUST0109,2026-05-01,114.99,114.99,Paid,2026-05-02
BILL003268,CUST0109,2026-06-01,114.99,114.99,Paid,2026-06-05
BILL003269,CUST0110,2023-07-01,144.97,144.97,Paid,2023-07-08
BILL003270,CUST0110,2023-08-01,144.97,144.97,Paid,2023-08-08
BILL003271,CUST0110,2023-09-01,139.97,139.97,Paid,2023-09-02
BILL003272,CUST0110,2023-10-01,139.97,139.97,Late,2023-10-28
BILL003273,CUST0110,2023-11-01,139.97,139.97,Paid,2023-11-02
BILL003274,CUST0110,2023-12-01,144.97,110.52,Partial,2023-12-17
BILL003275,CUST0110,2024-01-01,144.97,144.97,Paid,2024-01-06
BILL003276,CUST0110,2024-02-01,139.97,139.97,Paid,2024-02-06
BILL003277,CUST0110,2024-03-01,144.97,115.39,Partial,2024-03-09
BILL003278,CUST0110,2024-04-01,154.97,154.97,Paid,2024-04-04
BILL003279,CUST0110,2024-05-01,144.97,144.97,Paid,2024-05-08
BILL003280,CUST0110,2024-06-01,139.97,139.97,Paid,2024-06-06
BILL003281,CUST0110,2024-07-01,144.97,144.97,Paid,2024-07-11
BILL003282,CUST0110,2024-08-01,154.97,154.97,Paid,2024-08-08
BILL003283,CUST0110,2024-09-01,144.97,144.97,Paid,2024-09-06
BILL003284,CUST0110,2024-10-01,154.97,154.97,Paid,2024-10-06
BILL003285,CUST0110,2024-11-01,149.97,113.85,Partial,2024-11-17
BILL003286,CUST0110,2024-12-01,144.97,144.97,Paid,2024-12-02
BILL003287,CUST0110,2025-01-01,139.97,139.97,Paid,2025-01-11
BILL003288,CUST0110,2025-02-01,154.97,154.97,Paid,2025-02-08
BILL003289,CUST0110,2025-03-01,139.97,139.97,Paid,2025-03-08
BILL003290,CUST0110,2025-04-01,154.97,154.97,Paid,2025-04-05
BILL003291,CUST0110,2025-05-01,139.97,139.97,Paid,2025-05-06
BILL003292,CUST0110,2025-06-01,149.97,149.97,Paid,2025-06-08
BILL003293,CUST0110,2025-07-01,139.97,139.97,Paid,2025-07-09
BILL003294,CUST0110,2025-08-01,139.97,139.97,Paid,2025-08-02
BILL003295,CUST0110,2025-09-01,144.97,144.97,Paid,2025-09-11
BILL003296,CUST0110,2025-10-01,154.97,154.97,Paid,2025-10-06
BILL003297,CUST0110,2025-11-01,144.97,144.97,Paid,2025-11-11
BILL003298,CUST0110,2025-12-01,144.97,144.97,Paid,2025-12-02
BILL003299,CUST0110,2026-01-01,149.97,149.97,Paid,2026-01-10
BILL003300,CUST0110,2026-02-01,149.97,149.97,Paid,2026-02-08
BILL003301,CUST0110,2026-03-01,144.97,144.97,Paid,2026-03-09
BILL003302,CUST0110,2026-04-01,144.97,144.97,Paid,2026-04-02
BILL003303,CUST0110,2026-05-01,149.97,149.97,Paid,2026-05-05
BILL003304,CUST0110,2026-06-01,144.97,144.97,Paid,2026-06-05
BILL003305,CUST0111,2023-07-01,45.0,45.0,Paid,2023-07-06
BILL003306,CUST0111,2023-08-01,50.0,50.0,Paid,2023-08-05
BILL003307,CUST0111,2023-09-01,45.0,45.0,Paid,2023-09-02
BILL003308,CUST0111,2023-10-01,40.0,40.0,Paid,2023-10-07
BILL003309,CUST0111,2023-11-01,55.0,55.0,Paid,2023-11-11
BILL003310,CUST0111,2023-12-01,45.0,45.0,Paid,2023-12-06
BILL003311,CUST0111,2024-01-01,45.0,45.0,Paid,2024-01-10
BILL003312,CUST0111,2024-02-01,45.0,45.0,Paid,2024-02-11
BILL003313,CUST0111,2024-03-01,50.0,50.0,Paid,2024-03-05
BILL003314,CUST0111,2024-04-01,45.0,45.0,Paid,2024-04-02
BILL003315,CUST0111,2024-05-01,45.0,45.0,Paid,2024-05-10
BILL003316,CUST0111,2024-06-01,45.0,45.0,Paid,2024-06-11
BILL003317,CUST0111,2024-07-01,45.0,45.0,Paid,2024-07-09
BILL003318,CUST0111,2024-08-01,45.0,45.0,Paid,2024-08-07
BILL003319,CUST0111,2024-09-01,55.0,55.0,Late,2024-09-17
BILL003320,CUST0111,2024-10-01,40.0,40.0,Paid,2024-10-09
BILL003321,CUST0111,2024-11-01,50.0,50.0,Paid,2024-11-08
BILL003322,CUST0111,2024-12-01,50.0,50.0,Paid,2024-12-08
BILL003323,CUST0111,2025-01-01,50.0,50.0,Paid,2025-01-10
BILL003324,CUST0111,2025-02-01,45.0,45.0,Paid,2025-02-09
BILL003325,CUST0111,2025-03-01,45.0,45.0,Paid,2025-03-02
BILL003326,CUST0111,2025-04-01,45.0,45.0,Paid,2025-04-03
BILL003327,CUST0111,2025-05-01,55.0,55.0,Paid,2025-05-06
BILL003328,CUST0111,2025-06-01,55.0,55.0,Paid,2025-06-05
BILL003329,CUST0111,2025-07-01,45.0,45.0,Paid,2025-07-11
BILL003330,CUST0111,2025-08-01,55.0,55.0,Paid,2025-08-03
BILL003331,CUST0111,2025-09-01,45.0,45.0,Paid,2025-09-04
BILL003332,CUST0111,2025-10-01,55.0,55.0,Paid,2025-10-11
BILL003333,CUST0111,2025-11-01,45.0,45.0,Paid,2025-11-11
BILL003334,CUST0111,2025-12-01,55.0,55.0,Paid,2025-12-06
BILL003335,CUST0111,2026-01-01,55.0,55.0,Paid,2026-01-10
BILL003336,CUST0111,2026-02-01,55.0,55.0,Paid,2026-02-10
BILL003337,CUST0111,2026-03-01,45.0,45.0,Paid,2026-03-08
BILL003338,CUST0111,2026-04-01,45.0,45.0,Paid,2026-04-04
BILL003339,CUST0111,2026-05-01,45.0,45.0,Paid,2026-05-05
BILL003340,CUST0111,2026-06-01,45.0,45.0,Paid,2026-06-09
BILL003341,CUST0112,2025-04-01,199.98,199.98,Late,2025-04-21
BILL003342,CUST0112,2025-05-01,204.98,204.98,Late,2025-05-23
BILL003343,CUST0112,2025-06-01,209.98,209.98,Paid,2025-06-11
BILL003344,CUST0112,2025-07-01,204.98,204.98,Paid,2025-07-06
BILL003345,CUST0112,2025-08-01,204.98,204.98,Late,2025-08-20
BILL003346,CUST0112,2025-09-01,209.98,139.6,Partial,2025-09-11
BILL003347,CUST0112,2025-10-01,204.98,204.98,Late,2025-10-27
BILL003348,CUST0112,2025-11-01,209.98,209.98,Paid,2025-11-07
BILL003349,CUST0112,2025-12-01,204.98,204.98,Late,2025-12-23
BILL003350,CUST0112,2026-01-01,204.98,204.98,Paid,2026-01-08
BILL003351,CUST0112,2026-02-01,209.98,209.98,Late,2026-02-26
BILL003352,CUST0112,2026-03-01,204.98,204.98,Paid,2026-03-04
BILL003353,CUST0112,2026-04-01,204.98,144.0,Partial,2026-04-26
BILL003354,CUST0112,2026-05-01,204.98,204.98,Paid,2026-05-05
BILL003355,CUST0112,2026-06-01,214.98,0.0,Unpaid,
BILL003356,CUST0113,2023-07-01,74.99,74.99,Paid,2023-07-03
BILL003357,CUST0113,2023-08-01,64.99,64.99,Paid,2023-08-08
BILL003358,CUST0113,2023-09-01,79.99,79.99,Paid,2023-09-04
BILL003359,CUST0113,2023-10-01,79.99,79.99,Paid,2023-10-02
BILL003360,CUST0113,2023-11-01,69.99,69.99,Paid,2023-11-03
BILL003361,CUST0113,2023-12-01,74.99,74.99,Paid,2023-12-10
BILL003362,CUST0113,2024-01-01,64.99,64.99,Paid,2024-01-10
BILL003363,CUST0113,2024-02-01,64.99,64.99,Late,2024-02-19
BILL003364,CUST0113,2024-03-01,64.99,64.99,Late,2024-03-21
BILL003365,CUST0113,2024-04-01,64.99,64.99,Paid,2024-04-10
BILL003366,CUST0113,2024-05-01,79.99,79.99,Paid,2024-05-06
BILL003367,CUST0113,2024-06-01,69.99,69.99,Paid,2024-06-10
BILL003368,CUST0113,2024-07-01,64.99,64.99,Paid,2024-07-06
BILL003369,CUST0113,2024-08-01,64.99,64.99,Late,2024-08-21
BILL003370,CUST0113,2024-09-01,69.99,50.77,Partial,2024-09-15
BILL003371,CUST0113,2024-10-01,64.99,64.99,Paid,2024-10-07
BILL003372,CUST0113,2024-11-01,79.99,79.99,Paid,2024-11-06
BILL003373,CUST0113,2024-12-01,64.99,64.99,Paid,2024-12-07
BILL003374,CUST0113,2025-01-01,69.99,69.99,Paid,2025-01-05
BILL003375,CUST0113,2025-02-01,69.99,69.99,Paid,2025-02-10
BILL003376,CUST0113,2025-03-01,69.99,69.99,Paid,2025-03-10
BILL003377,CUST0113,2025-04-01,74.99,74.99,Paid,2025-04-06
BILL003378,CUST0113,2025-05-01,69.99,69.99,Paid,2025-05-07
BILL003379,CUST0113,2025-06-01,69.99,69.99,Paid,2025-06-03
BILL003380,CUST0113,2025-07-01,69.99,69.99,Paid,2025-07-03
BILL003381,CUST0113,2025-08-01,64.99,64.99,Paid,2025-08-06
BILL003382,CUST0113,2025-09-01,69.99,69.99,Paid,2025-09-11
BILL003383,CUST0113,2025-10-01,69.99,69.99,Late,2025-10-26
BILL003384,CUST0113,2025-11-01,79.99,79.99,Paid,2025-11-02
BILL003385,CUST0113,2025-12-01,64.99,64.99,Paid,2025-12-09
BILL003386,CUST0113,2026-01-01,69.99,69.99,Late,2026-01-19
BILL003387,CUST0113,2026-02-01,69.99,69.99,Paid,2026-02-04
BILL003388,CUST0113,2026-03-01,69.99,69.99,Paid,2026-03-07
BILL003389,CUST0113,2026-04-01,69.99,69.99,Paid,2026-04-10
BILL003390,CUST0113,2026-05-01,64.99,64.99,Paid,2026-05-10
BILL003391,CUST0113,2026-06-01,64.99,64.99,Paid,2026-06-08
BILL003392,CUST0114,2025-03-01,50.0,50.0,Paid,2025-03-02
BILL003393,CUST0114,2025-04-01,50.0,50.0,Late,2025-04-28
BILL003394,CUST0114,2025-05-01,50.0,50.0,Paid,2025-05-06
BILL003395,CUST0114,2025-06-01,40.0,40.0,Paid,2025-06-03
BILL003396,CUST0114,2025-07-01,50.0,50.0,Late,2025-07-26
BILL003397,CUST0114,2025-08-01,45.0,45.0,Paid,2025-08-06
BILL003398,CUST0114,2025-09-01,45.0,45.0,Paid,2025-09-11
BILL003399,CUST0114,2025-10-01,45.0,45.0,Paid,2025-10-11
BILL003400,CUST0114,2025-11-01,40.0,40.0,Paid,2025-11-11
BILL003401,CUST0114,2025-12-01,45.0,45.0,Paid,2025-12-05
BILL003402,CUST0114,2026-01-01,45.0,45.0,Late,2026-01-22
BILL003403,CUST0114,2026-02-01,45.0,45.0,Paid,2026-02-11
BILL003404,CUST0114,2026-03-01,40.0,40.0,Paid,2026-03-09
BILL003405,CUST0114,2026-04-01,40.0,17.75,Partial,2026-04-12
BILL003406,CUST0114,2026-05-01,45.0,45.0,Late,2026-05-29
BILL003407,CUST0114,2026-06-01,45.0,45.0,Paid,2026-06-11
BILL003408,CUST0115,2026-03-01,124.99,124.99,Paid,2026-03-08
BILL003409,CUST0115,2026-04-01,129.99,72.43,Partial,2026-04-18
BILL003410,CUST0115,2026-05-01,129.99,129.99,Late,2026-05-28
BILL003411,CUST0115,2026-06-01,134.99,134.99,Late,2026-06-25
BILL003412,CUST0116,2023-07-01,179.97,179.97,Paid,2023-07-07
BILL003413,CUST0116,2023-08-01,174.97,174.97,Paid,2023-08-09
BILL003414,CUST0116,2023-09-01,174.97,174.97,Late,2023-09-19
BILL003415,CUST0116,2023-10-01,169.97,169.97,Paid,2023-10-09
BILL003416,CUST0116,2023-11-01,169.97,82.78,Partial,2023-11-09
BILL003417,CUST0116,2023-12-01,174.97,174.97,Paid,2023-12-11
BILL003418,CUST0116,2024-01-01,174.97,174.97,Paid,2024-01-07
BILL003419,CUST0116,2024-02-01,169.97,169.97,Paid,2024-02-06
BILL003420,CUST0116,2024-03-01,169.97,169.97,Paid,2024-03-03
BILL003421,CUST0116,2024-04-01,174.97,174.97,Paid,2024-04-03
BILL003422,CUST0116,2024-05-01,169.97,169.97,Paid,2024-05-07
BILL003423,CUST0116,2024-06-01,174.97,174.97,Paid,2024-06-03
BILL003424,CUST0116,2024-07-01,169.97,169.97,Paid,2024-07-06
BILL003425,CUST0116,2024-08-01,174.97,174.97,Paid,2024-08-10
BILL003426,CUST0116,2024-09-01,179.97,179.97,Paid,2024-09-06
BILL003427,CUST0116,2024-10-01,169.97,169.97,Paid,2024-10-09
BILL003428,CUST0116,2024-11-01,179.97,179.97,Paid,2024-11-08
BILL003429,CUST0116,2024-12-01,179.97,179.97,Paid,2024-12-11
BILL003430,CUST0116,2025-01-01,169.97,169.97,Paid,2025-01-05
BILL003431,CUST0116,2025-02-01,169.97,169.97,Paid,2025-02-11
BILL003432,CUST0116,2025-03-01,169.97,169.97,Paid,2025-03-03
BILL003433,CUST0116,2025-04-01,169.97,169.97,Paid,2025-04-03
BILL003434,CUST0116,2025-05-01,169.97,169.97,Paid,2025-05-09
BILL003435,CUST0116,2025-06-01,164.97,164.97,Late,2025-06-25
BILL003436,CUST0116,2025-07-01,169.97,169.97,Paid,2025-07-03
BILL003437,CUST0116,2025-08-01,164.97,164.97,Paid,2025-08-07
BILL003438,CUST0116,2025-09-01,169.97,169.97,Paid,2025-09-10
BILL003439,CUST0116,2025-10-01,164.97,164.97,Paid,2025-10-11
BILL003440,CUST0116,2025-11-01,174.97,174.97,Paid,2025-11-02
BILL003441,CUST0116,2025-12-01,174.97,174.97,Paid,2025-12-11
BILL003442,CUST0116,2026-01-01,169.97,169.97,Paid,2026-01-03
BILL003443,CUST0116,2026-02-01,164.97,164.97,Late,2026-02-28
BILL003444,CUST0116,2026-03-01,169.97,67.78,Partial,2026-03-16
BILL003445,CUST0116,2026-04-01,164.97,164.97,Paid,2026-04-09
BILL003446,CUST0116,2026-05-01,169.97,169.97,Paid,2026-05-11
BILL003447,CUST0116,2026-06-01,169.97,169.97,Paid,2026-06-04
BILL003448,CUST0117,2023-07-01,109.99,109.99,Paid,2023-07-11
BILL003449,CUST0117,2023-08-01,119.99,119.99,Paid,2023-08-05
BILL003450,CUST0117,2023-09-01,114.99,114.99,Paid,2023-09-10
BILL003451,CUST0117,2023-10-01,109.99,109.99,Late,2023-10-27
BILL003452,CUST0117,2023-11-01,114.99,114.99,Late,2023-11-29
BILL003453,CUST0117,2023-12-01,109.99,109.99,Paid,2023-12-06
BILL003454,CUST0117,2024-01-01,104.99,104.99,Paid,2024-01-04
BILL003455,CUST0117,2024-02-01,109.99,109.99,Late,2024-02-29
BILL003456,CUST0117,2024-03-01,119.99,119.99,Paid,2024-03-09
BILL003457,CUST0117,2024-04-01,119.99,119.99,Paid,2024-04-11
BILL003458,CUST0117,2024-05-01,114.99,114.99,Late,2024-05-28
BILL003459,CUST0117,2024-06-01,109.99,109.99,Paid,2024-06-03
BILL003460,CUST0117,2024-07-01,119.99,51.49,Partial,2024-07-21
BILL003461,CUST0117,2024-08-01,109.99,109.99,Late,2024-08-27
BILL003462,CUST0117,2024-09-01,114.99,114.99,Paid,2024-09-04
BILL003463,CUST0117,2024-10-01,109.99,109.99,Paid,2024-10-09
BILL003464,CUST0117,2024-11-01,119.99,119.99,Paid,2024-11-07
BILL003465,CUST0117,2024-12-01,104.99,104.99,Paid,2024-12-02
BILL003466,CUST0117,2025-01-01,109.99,109.99,Paid,2025-01-04
BILL003467,CUST0117,2025-02-01,109.99,109.99,Paid,2025-02-08
BILL003468,CUST0117,2025-03-01,109.99,60.89,Partial,2025-03-13
BILL003469,CUST0117,2025-04-01,109.99,109.99,Paid,2025-04-07
BILL003470,CUST0117,2025-05-01,119.99,119.99,Paid,2025-05-08
BILL003471,CUST0117,2025-06-01,109.99,109.99,Paid,2025-06-05
BILL003472,CUST0117,2025-07-01,109.99,109.99,Paid,2025-07-05
BILL003473,CUST0117,2025-08-01,119.99,119.99,Paid,2025-08-07
BILL003474,CUST0117,2025-09-01,104.99,104.99,Paid,2025-09-08
BILL003475,CUST0117,2025-10-01,109.99,76.93,Partial,2025-10-15
BILL003476,CUST0117,2025-11-01,109.99,109.99,Paid,2025-11-04
BILL003477,CUST0117,2025-12-01,104.99,104.99,Paid,2025-12-10
BILL003478,CUST0117,2026-01-01,104.99,104.99,Paid,2026-01-10
BILL003479,CUST0117,2026-02-01,109.99,109.99,Late,2026-02-21
BILL003480,CUST0117,2026-03-01,119.99,119.99,Paid,2026-03-08
BILL003481,CUST0117,2026-04-01,114.99,114.99,Paid,2026-04-03
BILL003482,CUST0117,2026-05-01,109.99,109.99,Paid,2026-05-07
BILL003483,CUST0117,2026-06-01,109.99,109.99,Paid,2026-06-11
BILL003484,CUST0118,2023-07-01,94.99,94.99,Paid,2023-07-11
BILL003485,CUST0118,2023-08-01,94.99,94.99,Paid,2023-08-02
BILL003486,CUST0118,2023-09-01,104.99,104.99,Paid,2023-09-07
BILL003487,CUST0118,2023-10-01,94.99,94.99,Paid,2023-10-11
BILL003488,CUST0118,2023-11-01,99.99,99.99,Paid,2023-11-05
BILL003489,CUST0118,2023-12-01,94.99,94.99,Paid,2023-12-09
BILL003490,CUST0118,2024-01-01,94.99,94.99,Paid,2024-01-09
BILL003491,CUST0118,2024-02-01,104.99,104.99,Paid,2024-02-04
